"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-76.01","46.30","MANIWAKI UA","7034480","2012-01-01","2012","01","01","","","","","","","","","","","","","","","","","","","","","","",""
"-76.01","46.30","MANIWAKI UA","7034480","2012-01-02","2012","01","02","","","","","","","","","","","","","","","","","","","","","","",""
"-76.01","46.30","MANIWAKI UA","7034480","2012-01-03","2012","01","03","","","","","","","","","","","","","","","","","","","","","","",""
"-76.01","46.30","MANIWAKI UA","7034480","2012-01-04","2012","01","04","","","","","","","","","","","","","","","","","","","","","","",""
"-76.01","46.30","MANIWAKI UA","7034480","2012-01-05","2012","01","05","","","","","","","","","","","","","","","","","","","","","","",""
"-76.01","46.30","MANIWAKI UA","7034480","2012-01-06","2012","01","06","","","","","","","","","","","","","","","","","","","","","","",""
"-76.01","46.30","MANIWAKI UA","7034480","2012-01-07","2012","01","07","","","","","","","","","","","","","","","","","","","","","","",""
"-76.01","46.30","MANIWAKI UA","7034480","2012-01-08","2012","01","08","","","","","","","","","","","","","","","","","","","","","","",""
"-76.01","46.30","MANIWAKI UA","7034480","2012-01-09","2012","01","09","","","","","","","","","","","","","","","","","","","","","","",""
"-76.01","46.30","MANIWAKI UA","7034480","2012-01-10","2012","01","10","","","","","","","","","","","","","","","","","","","","","","",""
"-76.01","46.30","MANIWAKI UA","7034480","2012-01-11","2012","01","11","","","","","","","","","","","","","","","","","","","","","","",""
"-76.01","46.30","MANIWAKI UA","7034480","2012-01-12","2012","01","12","","","","","","","","","","","","","","","","","","","","","","",""
"-76.01","46.30","MANIWAKI UA","7034480","2012-01-13","2012","01","13","","","","","","","","","","","","","","","","","","","","","","",""
"-76.01","46.30","MANIWAKI UA","7034480","2012-01-14","2012","01","14","","","","","","","","","","","","","","","","","","","","","","",""
"-76.01","46.30","MANIWAKI UA","7034480","2012-01-15","2012","01","15","","","","","","","","","","","","","","","","","","","","","","",""
"-76.01","46.30","MANIWAKI UA","7034480","2012-01-16","2012","01","16","","","","","","","","","","","","","","","","","","","","","","",""
"-76.01","46.30","MANIWAKI UA","7034480","2012-01-17","2012","01","17","","","","","","","","","","","","","","","","","","","","","","",""
